order_id,order_date,customer_id,product_name,category,region,country,quantity,unit_price,discount,total_sales
ORD00026,05-04-2024,CUST8858,Printer,Office,North,UK,3,184.12,0.15,469.51
ORD00027,17-07-2024,CUST6116,Headphones,Accessories,North,Germany,3,1345.73,0,4037.19
ORD00028,11-02-2024,CUST7374,Smartphone,Electronics,North,Australia,4,1049.36,0.2,3357.95
ORD00029,05-02-2023,CUST7668,Headphones,Accessories,East,Germany,1,818.96,0.2,655.17
ORD00030,27-03-2023,CUST6915,Printer,Office,North,Canada,4,906.32,0.1,3262.75
ORD00031,07-10-2024,CUST4627,Mouse,Accessories,South,Canada,2,944.04,0,1888.08
ORD00032,01-10-2024,CUST6592,Headphones,Accessories,West,Australia,4,1340.99,0.1,4827.56
ORD00033,12-01-2024,CUST2306,Headphones,Accessories,South,USA,3,1362.11,0,4086.33
ORD00034,16-09-2023,CUST8526,Mouse,Accessories,North,USA,2,20.77,0.2,33.23
ORD00035,14-11-2023,CUST4748,Laptop,Electronics,North,Canada,2,775.91,0,1551.82
ORD00036,25-10-2024,CUST2998,Smartwatch,Wearables,East,India,1,197.4,0.15,167.79
ORD00037,22-11-2024,CUST6232,Tablet,Electronics,West,USA,3,498.34,0,1495.02
ORD00038,25-09-2023,CUST4581,Monitor,Electronics,North,UK,2,1458.24,0.15,2479.01
ORD00039,04-09-2024,CUST4696,Camera,Electronics,West,USA,3,755.93,0,2267.79
ORD00040,02-01-2023,CUST5737,Smartphone,Electronics,South,USA,4,74.59,0,298.36
ORD00041,13-08-2023,CUST7528,Camera,Electronics,West,Australia,4,96.19,0.2,307.81
ORD00042,14-11-2024,CUST6791,Headphones,Accessories,West,Australia,3,1027.44,0.2,2465.86
ORD00043,14-03-2024,CUST1202,Smartphone,Electronics,East,UK,2,378.24,0.15,643.01
ORD00044,01-09-2024,CUST1197,Camera,Electronics,North,USA,4,371.7,0.2,1189.44
ORD00045,20-07-2023,CUST5282,Monitor,Electronics,North,India,2,812.95,0,1625.9
ORD00046,21-10-2024,CUST3811,Keyboard,Accessories,West,India,2,1049.8,0.1,1889.64
ORD00047,25-05-2024,CUST9338,Headphones,Accessories,South,Australia,3,345.96,0.05,985.99
ORD00048,03-05-2024,CUST3976,Monitor,Electronics,South,UK,4,974.86,0.15,3314.52
ORD00049,02-10-2024,CUST2802,Printer,Office,West,Germany,4,592.37,0.05,2251.01
ORD00050,31-05-2023,CUST6534,Headphones,Accessories,South,UK,4,1108.12,0.05,4210.86
ORD00051,24-05-2023,CUST9815,Smartphone,Electronics,West,Germany,2,1049.76,0.15,1784.59
ORD00052,02-01-2023,CUST6423,Camera,Electronics,East,Australia,1,784.62,0,784.62
ORD00053,09-06-2023,CUST8158,Keyboard,Accessories,North,India,2,1347.88,0.2,2156.61
ORD00054,27-07-2023,CUST2154,Printer,Office,West,UK,1,432.73,0.1,389.46
ORD00055,19-09-2024,CUST2648,Keyboard,Accessories,South,Canada,4,1332.89,0,5331.56
ORD00056,11-09-2023,CUST3557,Smartphone,Electronics,North,USA,4,1182.3,0.15,4019.82
ORD00057,04-12-2023,CUST3869,Keyboard,Accessories,South,India,1,1001.98,0.2,801.58
ORD00058,10-06-2023,CUST6699,Smartphone,Electronics,West,Australia,3,984.9,0,2954.7
ORD00059,18-05-2024,CUST7015,Monitor,Electronics,South,India,1,750.96,0.15,638.32
ORD00060,01-10-2024,CUST5555,Camera,Electronics,West,USA,4,1276.85,0,5107.4
ORD00061,16-07-2024,CUST6895,Monitor,Electronics,North,UK,3,564.22,0.2,1354.13
ORD00062,31-08-2024,CUST8022,Keyboard,Accessories,East,Germany,3,662.9,0.2,1590.96
ORD00063,20-10-2024,CUST8683,Printer,Office,East,Canada,4,1298.97,0.15,4416.5
ORD00064,21-06-2023,CUST3205,Mouse,Accessories,North,USA,3,1157.46,0,3472.38
ORD00065,06-02-2023,CUST3327,Printer,Office,East,Australia,1,433.75,0.1,390.38
ORD00066,29-08-2024,CUST4170,Headphones,Accessories,East,Canada,1,653.71,0.2,522.97
ORD00067,10-06-2023,CUST4327,Smartwatch,Wearables,South,Australia,4,1282.45,0.2,4103.84
ORD00068,19-07-2024,CUST1569,Keyboard,Accessories,North,Canada,3,270.85,0,812.55
ORD00069,15-10-2023,CUST5014,Laptop,Electronics,West,Australia,3,863.69,0.05,2461.52
ORD00070,04-05-2024,CUST2409,Headphones,Accessories,South,UK,2,550.8,0.1,991.44
ORD00071,28-01-2024,CUST8343,Headphones,Accessories,North,UK,2,1116.34,0,2232.68
ORD00072,12-02-2024,CUST9716,Camera,Electronics,North,UK,3,454.52,0.05,1295.38
ORD00073,05-02-2023,CUST5780,Smartwatch,Wearables,West,UK,4,776.79,0,3107.16
ORD00074,15-04-2024,CUST6919,Monitor,Electronics,South,Germany,4,981.95,0.15,3338.63
ORD00075,26-10-2024,CUST4769,Monitor,Electronics,North,USA,3,1014.6,0.1,2739.42
ORD00076,23-07-2024,CUST8509,Smartwatch,Wearables,West,Australia,3,1473.12,0.05,4198.39
ORD00077,19-03-2024,CUST4124,Monitor,Electronics,North,Germany,1,75.28,0.1,67.75
ORD00078,13-04-2023,CUST6315,Camera,Electronics,East,Canada,4,339.42,0.2,1086.14
ORD00079,16-12-2023,CUST5142,Headphones,Accessories,East,UK,2,96.49,0.15,164.03
ORD00080,17-10-2024,CUST5465,Printer,Office,North,Canada,3,963.4,0.15,2456.67
ORD00081,18-10-2024,CUST9311,Monitor,Electronics,North,India,4,1077.6,0.1,3879.36
ORD00082,12-12-2023,CUST9932,Tablet,Electronics,West,Canada,3,661.61,0.05,1885.59
ORD00083,02-10-2024,CUST2081,Headphones,Accessories,North,UK,2,1444.72,0,2889.44
ORD00084,06-04-2023,CUST8805,Keyboard,Accessories,West,UK,2,251.53,0.05,477.91
ORD00085,29-09-2023,CUST5070,Keyboard,Accessories,West,Germany,2,1077.6,0.2,1724.16
ORD00086,04-09-2023,CUST9130,Smartwatch,Wearables,North,India,4,840.44,0.2,2689.41
ORD00087,27-03-2023,CUST3744,Mouse,Accessories,West,Canada,4,857.74,0.1,3087.86
ORD00088,16-02-2023,CUST3141,Smartwatch,Wearables,East,USA,1,191.79,0.2,153.43
ORD00089,23-07-2023,CUST7617,Keyboard,Accessories,South,USA,2,1469.68,0.2,2351.49
ORD00090,16-10-2023,CUST8421,Smartphone,Electronics,North,UK,4,1214.23,0.15,4128.38
ORD00091,05-06-2024,CUST3849,Laptop,Electronics,North,Canada,2,981.67,0.05,1865.17
ORD00092,20-10-2024,CUST3489,Mouse,Accessories,East,USA,4,574.43,0.05,2182.83
ORD00093,30-05-2024,CUST3839,Headphones,Accessories,North,Germany,4,1287.6,0.2,4120.32
ORD00094,09-06-2023,CUST1851,Monitor,Electronics,North,Australia,4,970.78,0,3883.12
ORD00095,15-01-2024,CUST5000,Keyboard,Accessories,North,USA,4,1022.21,0.1,3679.96
ORD00096,25-09-2023,CUST9002,Mouse,Accessories,West,Canada,1,827.51,0.2,662.01
ORD00097,12-02-2023,CUST8723,Monitor,Electronics,South,Germany,1,1442.56,0.05,1370.43
ORD00098,10-09-2023,CUST9945,Keyboard,Accessories,East,Australia,1,122.65,0.05,116.52
ORD00099,27-08-2024,CUST1417,Mouse,Accessories,South,India,3,518.1,0.05,1476.58
ORD00100,15-05-2024,CUST6745,Monitor,Electronics,East,USA,3,437.15,0.15,1114.73
ORD00101,29-12-2024,CUST8164,Mouse,Accessories,North,USA,1,1406.24,0.15,1195.3
ORD00102,01-04-2024,CUST3967,Camera,Electronics,West,India,1,831,0.2,664.8
ORD00103,01-07-2024,CUST6073,Tablet,Electronics,West,Germany,4,872.37,0.1,3140.53
ORD00104,04-01-2024,CUST4766,Printer,Office,North,USA,1,1169.09,0.2,935.27
ORD00105,30-09-2023,CUST9787,Monitor,Electronics,East,India,1,1115.06,0.1,1003.55
ORD00106,29-11-2024,CUST8186,Mouse,Accessories,South,India,4,596.63,0.2,1909.22
ORD00107,21-08-2023,CUST9082,Printer,Office,South,USA,1,99.16,0.2,79.33
ORD00108,18-12-2024,CUST3782,Headphones,Accessories,East,UK,4,545.26,0.15,1853.88
ORD00109,02-01-2024,CUST9335,Monitor,Electronics,East,USA,4,734.13,0.05,2789.69
ORD00110,25-01-2023,CUST6588,Smartphone,Electronics,West,Germany,1,155.72,0.15,132.36
ORD00111,08-02-2023,CUST3156,Printer,Office,East,Canada,4,1420.37,0,5681.48
ORD00112,13-05-2023,CUST8330,Laptop,Electronics,North,Australia,1,751.74,0.05,714.15
ORD00113,19-10-2024,CUST5846,Tablet,Electronics,West,Germany,3,827.96,0.1,2235.49
ORD00114,06-05-2024,CUST8056,Keyboard,Accessories,West,Germany,4,1038.28,0.05,3945.46
ORD00115,17-06-2023,CUST7313,Monitor,Electronics,South,Canada,1,1260.95,0.2,1008.76
ORD00116,13-07-2023,CUST2540,Laptop,Electronics,North,Australia,1,1236.35,0.05,1174.53
ORD00117,09-10-2024,CUST2365,Printer,Office,North,Canada,1,145.56,0.1,131
ORD00118,28-10-2023,CUST4141,Monitor,Electronics,South,Germany,4,370.29,0,1481.16
ORD00119,01-07-2023,CUST5186,Smartphone,Electronics,North,Germany,4,143.58,0.2,459.46
ORD00120,22-06-2023,CUST5748,Headphones,Accessories,West,USA,2,1361.4,0.1,2450.52
ORD00121,21-10-2024,CUST7619,Mouse,Accessories,South,India,2,713.62,0.05,1355.88
ORD00122,01-01-2023,CUST7530,Printer,Office,West,Canada,4,193.94,0,775.76
ORD00123,10-07-2023,CUST2531,Camera,Electronics,West,USA,1,371.51,0,371.51
ORD00124,27-04-2023,CUST1133,Tablet,Electronics,West,UK,1,142.68,0,142.68
ORD00125,29-05-2023,CUST5175,Headphones,Accessories,South,Australia,2,37.99,0.2,60.78
ORD00126,17-08-2023,CUST7190,Monitor,Electronics,West,Germany,2,1388.47,0.15,2360.4
ORD00127,08-01-2024,CUST9053,Mouse,Accessories,North,Canada,1,340.88,0,340.88
ORD00128,12-01-2023,CUST2353,Keyboard,Accessories,North,USA,3,1353.71,0,4061.13
ORD00129,12-02-2024,CUST1667,Tablet,Electronics,North,India,4,105.64,0.15,359.18
ORD00130,06-11-2024,CUST4719,Headphones,Accessories,North,Germany,1,430.52,0.15,365.94
ORD00131,10-02-2023,CUST5835,Laptop,Electronics,South,Canada,2,359.5,0.15,611.15
ORD00132,20-07-2023,CUST7132,Smartwatch,Wearables,South,Germany,4,690.8,0,2763.2
ORD00133,11-07-2024,CUST8714,Smartphone,Electronics,South,Canada,4,912.12,0.2,2918.78
ORD00134,13-09-2023,CUST5804,Laptop,Electronics,North,Canada,1,1411.99,0.1,1270.79
ORD00135,30-08-2023,CUST8418,Laptop,Electronics,East,Germany,3,1380.38,0.05,3934.08
ORD00136,09-01-2024,CUST3193,Smartphone,Electronics,North,Canada,1,263.95,0,263.95
ORD00137,09-10-2023,CUST5158,Smartphone,Electronics,South,Germany,4,1478.22,0.1,5321.59
ORD00138,19-11-2024,CUST5000,Camera,Electronics,East,Canada,1,1455.47,0.1,1309.92
ORD00139,09-02-2024,CUST9175,Keyboard,Accessories,West,UK,2,74.5,0,149
ORD00140,09-12-2024,CUST6989,Mouse,Accessories,South,USA,3,1299.79,0,3899.37
ORD00141,18-07-2024,CUST5809,Mouse,Accessories,East,India,3,842.04,0.2,2020.9
ORD00142,19-03-2023,CUST7600,Laptop,Electronics,East,Germany,2,579.22,0.2,926.75
ORD00143,17-12-2024,CUST8939,Keyboard,Accessories,West,Australia,2,392.13,0.2,627.41
ORD00144,14-12-2023,CUST8239,Camera,Electronics,East,USA,2,1319.77,0.05,2507.56
ORD00145,13-03-2024,CUST1770,Mouse,Accessories,West,Germany,3,1013.93,0.05,2889.7
ORD00146,23-02-2023,CUST9427,Camera,Electronics,East,Germany,3,475.51,0,1426.53
ORD00147,05-02-2024,CUST5719,Headphones,Accessories,West,Australia,1,150.84,0.1,135.76
ORD00148,31-07-2024,CUST5530,Tablet,Electronics,East,UK,3,62.6,0.2,150.24
ORD00149,02-11-2023,CUST7241,Printer,Office,South,Australia,3,221.83,0.15,565.67
ORD00150,10-03-2024,CUST2331,Laptop,Electronics,South,UK,2,600.52,0.1,1080.94
ORD00151,25-06-2024,CUST5854,Smartphone,Electronics,East,Germany,1,780.7,0.15,663.6
ORD00152,18-05-2023,CUST7327,Keyboard,Accessories,North,UK,2,1296.3,0.2,2074.08
ORD00153,10-03-2023,CUST8941,Monitor,Electronics,North,UK,1,748.33,0.15,636.08
ORD00154,12-02-2023,CUST2906,Printer,Office,East,India,1,534.17,0.1,480.75
ORD00155,09-01-2024,CUST7031,Smartphone,Electronics,East,Canada,3,210.74,0.1,569
ORD00156,26-11-2024,CUST9472,Tablet,Electronics,West,India,4,286.5,0.15,974.1
ORD00157,03-04-2023,CUST1671,Tablet,Electronics,West,Canada,3,1313.99,0.1,3547.77
ORD00158,07-02-2024,CUST8956,Keyboard,Accessories,West,UK,2,910.86,0.1,1639.55
ORD00159,17-06-2024,CUST7981,Headphones,Accessories,North,Canada,1,530.72,0.05,504.18
ORD00160,12-12-2023,CUST3593,Tablet,Electronics,South,Germany,1,810.95,0.15,689.31
ORD00161,14-03-2023,CUST7937,Smartwatch,Wearables,East,Canada,1,765.06,0.2,612.05
ORD00162,17-02-2023,CUST4644,Smartwatch,Wearables,West,Canada,1,732.1,0.1,658.89
ORD00163,08-01-2023,CUST2276,Laptop,Electronics,East,USA,1,429.78,0,429.78
ORD00164,28-01-2023,CUST9150,Headphones,Accessories,East,India,4,329.84,0.05,1253.39
ORD00165,27-10-2024,CUST5621,Tablet,Electronics,North,UK,2,704.55,0.2,1127.28
ORD00166,14-09-2024,CUST1918,Camera,Electronics,West,India,3,393.61,0.1,1062.75
ORD00167,01-10-2023,CUST8673,Headphones,Accessories,South,Australia,2,1129.43,0.15,1920.03
ORD00168,22-09-2024,CUST9905,Smartphone,Electronics,South,Australia,2,808.27,0,1616.54
ORD00169,06-05-2023,CUST5632,Tablet,Electronics,North,Germany,3,496.68,0.05,1415.54
ORD00170,02-08-2024,CUST8561,Camera,Electronics,North,USA,1,527.53,0,527.53
ORD00171,21-04-2023,CUST7371,Monitor,Electronics,North,Germany,3,980.26,0.05,2793.74
ORD00172,17-08-2024,CUST3472,Monitor,Electronics,East,USA,3,1110.5,0,3331.5
ORD00173,16-11-2023,CUST2761,Printer,Office,North,India,1,557.36,0.05,529.49
ORD00174,12-01-2024,CUST2460,Keyboard,Accessories,East,Canada,3,547.02,0.2,1312.85
ORD00175,16-12-2023,CUST7986,Laptop,Electronics,West,Canada,2,353.49,0.15,600.93
ORD00176,31-08-2023,CUST3590,Smartphone,Electronics,West,Australia,2,441.94,0,883.88
ORD00177,12-04-2024,CUST9195,Mouse,Accessories,South,India,4,1051.5,0.05,3995.7
ORD00178,28-08-2024,CUST3551,Laptop,Electronics,West,India,3,1229.27,0,3687.81
ORD00179,13-07-2023,CUST1846,Smartwatch,Wearables,South,Australia,2,1009.59,0,2019.18
ORD00180,22-06-2023,CUST7469,Camera,Electronics,East,Australia,3,865.99,0.1,2338.17
ORD00181,24-12-2024,CUST1224,Mouse,Accessories,North,USA,2,499.05,0.1,898.29
ORD00182,31-03-2023,CUST2828,Tablet,Electronics,East,India,4,378.77,0,1515.08
ORD00183,16-09-2023,CUST4744,Keyboard,Accessories,West,UK,2,248.46,0.15,422.38
ORD00184,18-09-2023,CUST7038,Monitor,Electronics,East,India,2,518.17,0.05,984.52
ORD00185,17-06-2023,CUST2619,Monitor,Electronics,North,UK,2,1485.14,0.2,2376.22
ORD00186,03-07-2024,CUST4490,Keyboard,Accessories,West,Canada,1,225.46,0,225.46
ORD00187,14-11-2023,CUST1235,Camera,Electronics,East,UK,2,177.91,0.2,284.66
ORD00188,17-05-2023,CUST3635,Smartphone,Electronics,North,Australia,2,203.96,0.1,367.13
ORD00189,15-12-2023,CUST9007,Mouse,Accessories,East,Australia,3,118.41,0.15,301.95
ORD00190,18-10-2023,CUST5820,Laptop,Electronics,East,India,3,1197,0.15,3052.35
ORD00191,19-03-2023,CUST8577,Camera,Electronics,South,USA,1,1225.57,0.1,1103.01
ORD00192,11-02-2023,CUST3136,Monitor,Electronics,East,Germany,2,551.07,0.2,881.71
ORD00193,28-09-2024,CUST7565,Smartwatch,Wearables,East,USA,2,1228.57,0.1,2211.43
ORD00194,26-10-2024,CUST3192,Keyboard,Accessories,East,UK,1,1126.46,0,1126.46
ORD00195,07-09-2024,CUST5018,Mouse,Accessories,East,India,1,599.39,0.05,569.42
ORD00196,26-01-2024,CUST2202,Printer,Office,North,India,3,193.01,0.1,521.13
ORD00197,15-01-2023,CUST6742,Smartphone,Electronics,East,India,4,1046.7,0.15,3558.78
ORD00198,24-02-2024,CUST3204,Keyboard,Accessories,South,Australia,1,753.23,0.1,677.91
ORD00199,15-02-2024,CUST1950,Printer,Office,East,Germany,2,1133.56,0.2,1813.7
ORD00200,05-06-2024,CUST5612,Smartwatch,Wearables,East,USA,1,69.63,0.05,66.15
ORD00201,08-06-2023,CUST7371,Laptop,Electronics,East,India,3,1136.86,0.2,2728.46
ORD00202,09-10-2024,CUST3371,Tablet,Electronics,West,UK,1,208.68,0.2,166.94
ORD00203,05-04-2023,CUST3674,Printer,Office,East,UK,4,1162.39,0.1,4184.6
ORD00204,10-10-2023,CUST3116,Camera,Electronics,North,Australia,3,856.95,0.05,2442.31
ORD00205,03-07-2024,CUST7166,Laptop,Electronics,West,Canada,4,288.76,0.05,1097.29
ORD00206,31-01-2024,CUST8783,Printer,Office,East,Canada,3,446.14,0.1,1204.58
ORD00207,14-09-2024,CUST1827,Headphones,Accessories,North,USA,2,169.18,0,338.36
ORD00208,20-11-2023,CUST4876,Monitor,Electronics,East,Canada,3,1399.54,0.15,3568.83
ORD00209,26-08-2024,CUST7024,Tablet,Electronics,West,UK,4,984.02,0,3936.08
ORD00210,26-12-2024,CUST2792,Camera,Electronics,South,Canada,2,134.44,0,268.88
ORD00211,13-09-2024,CUST4030,Camera,Electronics,South,India,2,369.14,0.05,701.37
ORD00212,22-10-2024,CUST8112,Laptop,Electronics,West,UK,1,511.58,0.1,460.42
ORD00213,09-11-2023,CUST5212,Headphones,Accessories,North,Canada,1,516.09,0.15,438.68
ORD00214,20-06-2024,CUST2625,Smartwatch,Wearables,East,Germany,2,513.58,0.15,873.09
ORD00215,19-04-2024,CUST9609,Mouse,Accessories,East,Canada,3,1385.98,0.05,3950.04
ORD00216,28-06-2023,CUST2205,Tablet,Electronics,East,USA,3,689.28,0.1,1861.06
ORD00217,10-12-2024,CUST4572,Smartwatch,Wearables,North,Germany,4,874.9,0.15,2974.66
ORD00218,04-03-2023,CUST5757,Mouse,Accessories,North,Australia,4,480.98,0.2,1539.14
ORD00219,18-02-2023,CUST1966,Camera,Electronics,South,USA,2,39.38,0.2,63.01
ORD00220,28-05-2023,CUST4701,Smartwatch,Wearables,East,USA,1,1442.38,0,1442.38
ORD00221,26-12-2023,CUST7704,Mouse,Accessories,West,Canada,2,146.32,0.2,234.11
ORD00222,03-08-2023,CUST3482,Keyboard,Accessories,West,Australia,3,901.17,0.2,2162.81
ORD00223,01-11-2023,CUST5524,Tablet,Electronics,North,UK,3,1203.68,0.2,2888.83
ORD00224,18-01-2023,CUST1768,Smartphone,Electronics,West,UK,1,718.66,0.1,646.79
ORD00225,13-07-2023,CUST7645,Tablet,Electronics,North,Canada,2,1076.81,0.05,2045.94
ORD00226,05-10-2024,CUST7016,Printer,Office,East,Canada,4,732.01,0.1,2635.24
ORD00227,02-04-2024,CUST7305,Smartphone,Electronics,West,Germany,4,1295.44,0.1,4663.58
ORD00228,27-06-2023,CUST4462,Smartphone,Electronics,North,Canada,4,1205.11,0.15,4097.37
ORD00229,18-03-2024,CUST9519,Keyboard,Accessories,East,USA,1,623.82,0,623.82
ORD00230,01-08-2024,CUST8218,Smartphone,Electronics,West,UK,2,522.12,0.2,835.39
ORD00231,06-04-2023,CUST6207,Mouse,Accessories,West,Canada,1,843.95,0.05,801.75
ORD00232,27-03-2024,CUST6619,Headphones,Accessories,South,India,2,912.73,0.1,1642.91
ORD00233,07-01-2023,CUST5425,Mouse,Accessories,East,UK,1,228.8,0.05,217.36
ORD00234,27-05-2023,CUST4695,Smartphone,Electronics,West,UK,3,1109.14,0.2,2661.94
ORD00235,30-11-2024,CUST5177,Camera,Electronics,West,Canada,1,1317.14,0.2,1053.71
ORD00236,06-06-2024,CUST5841,Tablet,Electronics,East,Australia,2,1367.72,0.2,2188.35
ORD00237,15-06-2024,CUST1804,Smartphone,Electronics,South,Germany,3,581.94,0.15,1483.95
ORD00238,14-08-2023,CUST8083,Monitor,Electronics,West,UK,2,1165.28,0,2330.56
ORD00239,07-10-2023,CUST3679,Monitor,Electronics,West,USA,3,1423.71,0.15,3630.46
ORD00240,25-04-2023,CUST3573,Printer,Office,North,India,3,1343.94,0,4031.82
ORD00241,08-10-2023,CUST8368,Monitor,Electronics,North,Germany,1,821.62,0.2,657.3
ORD00242,27-10-2024,CUST9633,Printer,Office,North,USA,2,974.68,0.15,1656.96
ORD00243,16-03-2023,CUST7981,Monitor,Electronics,West,Canada,1,274.09,0.2,219.27
ORD00244,22-12-2023,CUST9232,Mouse,Accessories,South,UK,2,803.9,0.05,1527.41
ORD00245,02-06-2023,CUST8141,Printer,Office,South,India,2,119.42,0.2,191.07
ORD00246,08-12-2023,CUST3074,Smartphone,Electronics,North,USA,2,1085.9,0.2,1737.44
ORD00247,17-06-2023,CUST9801,Laptop,Electronics,North,India,1,414.42,0.1,372.98
ORD00248,30-03-2024,CUST3969,Smartphone,Electronics,North,India,4,956.99,0.2,3062.37
ORD00249,11-07-2024,CUST5225,Smartphone,Electronics,West,Germany,1,587.05,0.05,557.7
ORD00250,23-11-2024,CUST6490,Printer,Office,South,USA,4,1438.77,0,5755.08
ORD00251,23-10-2023,CUST8679,Smartwatch,Wearables,West,USA,2,121.01,0.1,217.82
ORD00252,06-11-2023,CUST5150,Tablet,Electronics,South,USA,4,1084.19,0.1,3903.08
ORD00253,08-11-2023,CUST6408,Printer,Office,South,USA,3,1432.05,0.2,3436.92
ORD00254,11-04-2024,CUST2762,Smartwatch,Wearables,North,Canada,2,66.15,0.15,112.46
ORD00255,31-12-2023,CUST7122,Camera,Electronics,East,Australia,4,96.11,0.1,346
ORD00256,15-05-2024,CUST3120,Printer,Office,East,USA,2,942.53,0.05,1790.81
ORD00257,05-08-2023,CUST1060,Printer,Office,South,Australia,1,540.28,0,540.28
ORD00258,08-02-2023,CUST8970,Headphones,Accessories,West,USA,3,905.46,0,2716.38
ORD00259,21-06-2023,CUST4549,Keyboard,Accessories,North,Canada,3,135.09,0.15,344.48
ORD00260,04-09-2024,CUST5090,Camera,Electronics,West,Canada,2,893.54,0.1,1608.37
ORD00261,22-07-2024,CUST8982,Camera,Electronics,West,India,1,222.49,0.05,211.37
ORD00262,22-10-2024,CUST2750,Headphones,Accessories,East,USA,4,822.01,0.1,2959.24
ORD00263,10-04-2024,CUST6387,Printer,Office,East,Canada,1,1044.57,0,1044.57
ORD00264,21-06-2024,CUST9238,Laptop,Electronics,West,USA,3,1045.9,0,3137.7
ORD00265,27-03-2023,CUST1390,Headphones,Accessories,East,Canada,4,1064.25,0,4257
ORD00266,18-11-2024,CUST9007,Mouse,Accessories,West,USA,2,198.37,0,396.74
ORD00267,16-08-2024,CUST4294,Mouse,Accessories,East,UK,2,644.21,0.2,1030.74
ORD00268,06-02-2024,CUST2466,Headphones,Accessories,North,India,2,101.23,0.1,182.21
ORD00269,11-09-2024,CUST8980,Monitor,Electronics,North,Canada,2,973.93,0.1,1753.07
ORD00270,02-07-2023,CUST8126,Headphones,Accessories,North,Canada,2,1329.8,0.1,2393.64
ORD00271,30-05-2024,CUST6468,Mouse,Accessories,West,UK,4,867.19,0,3468.76
ORD00272,10-06-2023,CUST9684,Laptop,Electronics,West,Australia,2,491.75,0.05,934.32
ORD00273,07-11-2023,CUST9930,Printer,Office,West,USA,2,1317.46,0.05,2503.17
ORD00274,21-05-2023,CUST4810,Monitor,Electronics,North,Australia,2,1485.71,0.1,2674.28
ORD00275,29-01-2023,CUST3032,Tablet,Electronics,West,Germany,3,1496.94,0.15,3817.2
ORD00276,27-11-2024,CUST1271,Smartphone,Electronics,South,UK,1,75.64,0.15,64.29
ORD00277,23-09-2023,CUST8069,Mouse,Accessories,East,Germany,4,422.1,0,1688.4
ORD00278,24-01-2024,CUST4760,Smartwatch,Wearables,West,UK,1,517.83,0.15,440.16
ORD00279,20-11-2023,CUST1145,Keyboard,Accessories,East,USA,3,711.62,0.05,2028.12
ORD00280,07-08-2024,CUST5494,Laptop,Electronics,West,USA,2,891.88,0,1783.76
ORD00281,20-05-2023,CUST2828,Smartphone,Electronics,East,Australia,1,599.61,0.15,509.67
ORD00282,10-12-2024,CUST1806,Smartwatch,Wearables,South,Germany,1,403.29,0.15,342.8
ORD00283,03-03-2023,CUST2868,Laptop,Electronics,West,Germany,4,1328.61,0.1,4783
ORD00284,24-07-2024,CUST8827,Printer,Office,East,UK,2,267.21,0.15,454.26
ORD00285,31-08-2023,CUST4564,Camera,Electronics,North,Australia,1,981.48,0.2,785.18
